tier,cgpa,leetcode_problems_solved,github_commits_last_year,hackathon_wins,past_internships,projects,communication_score,sector_demand_index,salary_lpa
2,6.79,211,55,0,2,4,68.7,1.21,22.95
3,8.33,46,235,1,1,4,67.2,1.18,18.13
3,7.43,17,713,0,2,2,35.2,0.86,8.9
3,7.32,18,66,1,3,3,70.4,1.03,15.24
3,5.7,216,479,1,2,0,66.6,1.08,17.5
1,6.83,305,141,2,0,2,52.8,0.85,19.89
2,5.0,159,35,0,1,6,60.8,0.92,11.21
2,10.0,31,125,0,3,4,75.8,0.97,16.11
2,6.57,5,56,0,1,3,60.3,0.97,8.25
3,5.41,212,144,0,1,6,64.1,1.05,11.7
2,7.74,24,246,0,2,8,61.4,0.98,19.06
3,7.6,40,345,0,0,4,74.4,1.29,14.38
3,7.29,427,358,1,1,4,69.7,1.01,20.16
3,8.71,4,706,0,3,1,75.7,0.98,13.48
3,7.8,94,37,0,1,2,76.0,1.22,13.72
3,7.71,75,119,0,3,4,60.9,0.98,15.17
2,8.13,15,337,0,1,3,56.6,0.94,10.61
3,7.15,254,608,0,1,0,56.0,0.93,10.61
1,5.61,138,806,0,1,4,83.1,0.94,19.13
1,7.83,121,533,1,0,1,70.7,0.92,19.42
2,7.5,484,1357,0,2,1,82.4,1.04,23.85
2,8.47,22,785,0,4,2,64.4,1.07,17.89
3,7.78,60,396,0,1,5,73.0,1.08,13.23
2,6.87,92,466,1,3,6,80.0,1.15,26.13
3,7.85,139,123,0,0,2,87.6,1.09,9.69
3,8.02,201,62,0,0,3,72.7,1.04,10.49
3,8.55,44,87,0,2,2,49.8,1.12,14.04
3,9.77,7,73,0,3,4,77.8,0.82,10.64
3,5.93,8,577,1,1,2,76.3,1.17,16.25
2,8.49,149,37,1,1,2,95.2,1.2,21.16
2,5.9,75,32,1,0,6,82.5,0.98,12.72
2,7.15,27,766,1,1,4,68.9,0.82,9.85
3,6.75,151,385,0,2,3,82.9,0.94,10.42
3,6.74,158,567,1,1,3,53.1,1.04,13.74
2,7.28,215,120,0,2,2,82.4,1.1,15.81
2,9.18,78,49,1,3,2,74.9,1.06,20.68
3,5.0,34,75,1,1,8,60.2,0.91,9.92
1,6.54,90,323,0,2,4,71.6,0.81,17.92
3,7.42,7,224,0,1,1,61.9,0.99,7.9
2,7.25,70,68,2,1,4,40.1,1.04,20.31
3,5.0,40,12,0,3,5,99.8,1.2,17.83
3,7.68,143,469,1,2,3,67.3,1.06,16.57
2,6.18,150,302,0,1,3,73.8,0.86,11.61
3,8.12,85,219,1,3,2,67.2,0.93,16.88
3,7.65,26,33,2,1,2,69.3,0.93,14.61
3,8.33,259,864,1,0,5,69.2,0.91,15.83
3,8.04,88,31,0,2,1,56.0,1.03,9.41
1,6.7,79,143,1,2,1,62.8,1.03,24.88
3,8.19,41,41,0,2,4,74.5,0.84,10.42
2,9.05,30,622,0,0,4,66.1,1.16,14.56
3,8.17,14,137,1,0,2,41.9,0.99,11.29
2,6.81,45,375,2,0,5,72.0,1.14,19.49
3,5.86,69,407,1,2,0,82.5,1.09,13.07
2,5.0,13,26,1,0,3,48.5,1.29,10.33
2,6.0,220,139,1,1,5,88.8,0.96,18.95
3,9.65,135,30,1,1,3,42.8,0.87,14.02
3,6.55,82,2,0,1,3,76.2,0.87,10.96
3,8.24,115,62,0,2,2,66.0,1.02,12.58
3,6.42,428,1,0,2,1,87.3,0.98,14.65
3,7.06,181,401,1,0,3,70.8,0.86,12.1
3,6.09,139,31,1,1,4,82.9,0.98,11.57
1,7.4,212,1002,0,2,2,77.9,1.08,29.57
3,7.92,3,123,1,1,4,57.7,1.14,14.08
1,6.34,113,247,0,0,2,79.8,1.0,15.99
3,7.36,31,273,2,1,5,38.1,0.92,14.39
2,8.84,128,69,1,2,2,75.4,0.94,17.72
3,9.06,200,361,0,1,3,82.4,1.25,21.13
3,9.02,77,965,0,2,3,79.1,0.92,13.44
3,8.09,34,400,1,1,4,69.1,1.12,12.03
3,10.0,8,276,1,0,2,81.9,0.82,8.75
3,7.71,29,22,1,1,5,66.1,1.07,12.88
2,8.0,44,40,0,1,1,83.0,1.08,14.36
3,6.22,132,12,1,2,1,50.6,1.04,12.71
2,8.75,198,224,0,1,0,81.5,1.11,15.55
2,8.51,171,433,0,1,3,56.7,1.1,15.78
2,8.6,58,263,1,0,3,63.5,1.01,15.2
3,5.0,68,84,0,1,1,71.6,1.08,6.94
2,6.71,298,206,0,1,4,63.8,1.18,17.47
3,8.69,74,1,1,3,1,71.2,0.97,17.28
2,6.51,161,100,0,1,0,87.8,1.12,12.1
2,8.12,69,176,0,0,2,81.4,1.11,12.78
2,7.32,486,403,0,2,7,87.9,0.87,21.73
2,8.42,101,3,0,1,1,81.6,1.15,17.08
2,9.67,136,248,0,2,0,98.6,0.82,14.5
3,6.26,131,55,0,1,1,76.1,0.93,7.51
2,8.32,279,146,0,1,2,57.8,1.0,14.27
2,7.77,18,30,0,2,1,78.6,0.93,10.2
1,6.91,500,499,1,1,1,50.3,1.19,35.81
2,8.45,38,436,0,1,0,78.1,0.84,11.69
3,7.96,51,1077,1,0,1,83.8,1.14,13.12
2,7.0,128,1739,0,0,3,52.7,1.04,15.74
2,7.69,18,393,1,1,1,56.1,0.96,14.98
2,6.38,161,16,1,3,1,79.6,1.09,20.69
3,8.83,143,24,0,3,2,63.8,1.0,17.22
2,6.76,96,4,0,1,5,88.0,0.95,10.44
2,6.35,143,89,1,2,4,60.3,1.05,17.77
3,9.08,7,465,0,1,6,68.4,0.9,9.43
3,5.52,280,32,1,3,5,52.8,1.09,17.34
1,7.97,169,111,1,0,3,91.3,1.02,23.17
3,8.29,193,274,0,3,2,63.9,0.99,13.14
3,6.73,24,641,0,1,5,68.1,1.12,11.08
2,7.11,64,333,0,2,4,64.1,1.1,16.58
3,7.14,74,102,0,1,3,68.0,1.09,9.78
3,7.59,148,509,1,0,5,68.0,0.87,13.25
3,7.43,16,22,0,1,2,79.1,0.93,9.02
3,6.87,187,73,0,0,4,51.7,0.86,10.91
2,6.49,75,112,1,0,4,77.6,1.0,13.66
3,9.06,32,1075,0,3,5,63.0,0.89,13.38
3,8.47,92,239,0,2,2,79.6,1.13,12.86
2,6.88,2,138,1,1,0,67.1,0.87,10.18
1,5.97,11,32,0,2,3,47.0,1.07,18.94
3,9.88,119,145,2,2,3,68.3,1.09,22.53
2,9.12,28,203,1,1,6,43.6,1.08,20.37
3,6.91,99,107,0,2,4,100.0,1.09,13.28
3,9.76,69,303,0,1,2,62.5,0.85,8.89
3,6.18,211,87,0,1,3,60.9,0.92,8.62
3,6.02,461,333,0,2,6,73.0,1.11,20.71
2,9.42,159,460,0,0,3,78.9,1.13,18.4
1,7.06,326,79,0,3,3,59.3,1.01,27.44
3,8.04,314,394,1,2,3,50.8,1.01,20.13
1,6.89,36,86,1,1,2,82.9,0.99,19.27
2,7.93,160,223,0,1,6,66.4,0.91,13.15
3,7.2,144,144,1,4,3,51.2,0.93,14.96
2,8.6,41,59,0,0,3,46.0,0.91,8.76
3,7.95,40,460,0,1,4,83.1,0.86,12.29
2,7.34,118,256,0,3,3,56.4,1.12,18.27
2,7.97,107,177,1,1,3,67.0,1.08,16.91
3,9.11,349,528,0,2,4,89.3,1.03,19.26
3,8.6,399,653,0,1,1,71.8,0.87,14.19
3,9.23,88,49,0,1,3,62.2,0.84,10.3
3,7.74,110,9,0,1,2,91.7,1.01,14.72
1,9.68,101,124,0,1,2,90.9,0.98,23.15
2,6.79,77,426,0,1,1,100.0,1.02,14.31
2,10.0,87,764,1,1,3,92.4,0.98,18.4
2,7.11,272,667,0,2,4,90.8,1.02,23.42
3,7.4,192,67,1,0,1,92.3,1.04,11.1
2,9.26,220,32,1,1,1,51.0,0.99,19.19
2,7.38,128,87,2,2,1,60.6,1.11,20.45
3,6.29,119,234,0,4,5,60.0,0.85,13.45
3,8.28,90,603,0,0,2,54.9,1.05,8.94
2,8.06,45,152,0,1,2,47.1,1.0,12.31
2,7.88,46,451,2,0,3,71.4,0.8,15.47
3,9.34,233,824,0,1,2,75.6,0.98,15.01
3,5.83,188,263,2,1,0,50.8,1.02,15.18
3,8.44,316,450,0,0,2,69.0,0.9,9.88
2,7.66,192,171,0,0,2,59.2,0.84,8.27
3,6.37,53,165,4,1,3,70.4,1.13,23.13
3,10.0,38,198,0,0,5,81.7,1.0,10.47
2,7.25,50,70,0,0,0,88.6,1.0,11.05
3,6.3,27,62,0,1,3,78.7,0.84,8.45
3,8.15,135,514,0,2,2,59.1,0.98,12.56
2,7.21,68,154,1,2,1,63.0,1.02,17.48
2,5.0,262,126,1,3,3,82.1,0.94,19.01
3,7.18,10,606,0,3,2,59.4,0.95,10.87
2,10.0,91,1609,0,2,2,57.7,0.95,18.31
2,7.07,371,624,0,2,2,41.7,1.03,17.15
3,6.6,63,135,1,0,6,53.2,0.95,10.67
2,8.57,36,463,0,3,4,52.0,0.98,15.35
2,7.99,109,804,0,0,2,56.2,1.12,12.98
2,7.24,32,344,0,1,2,86.0,0.88,12.04
3,5.23,174,527,0,2,3,58.9,1.16,15.06
3,5.39,400,791,0,0,3,97.6,0.97,15.45
2,6.65,154,63,1,2,3,67.3,1.03,19.91
2,8.41,6,267,1,0,5,48.7,1.1,14.55
2,8.04,70,157,0,1,3,69.8,0.96,10.46
2,6.96,21,340,1,1,4,70.9,1.12,16.65
3,9.57,130,4,0,3,2,73.6,0.94,16.82
2,5.5,1,153,0,2,2,66.2,0.92,8.67
1,7.48,98,379,0,1,2,45.1,0.86,13.94
3,6.54,63,156,0,2,4,83.1,1.04,12.34
3,7.32,64,181,1,3,4,64.3,0.92,14.98
2,5.08,131,110,2,2,3,98.6,1.12,21.55
3,6.2,41,110,2,0,4,60.7,1.19,13.79
1,8.13,253,43,1,2,1,61.5,1.08,27.81
2,9.01,84,113,0,3,3,78.6,1.19,22.22
2,7.33,93,665,0,4,1,81.2,1.06,20.34
2,6.45,232,501,0,1,5,76.2,1.2,18.85
2,6.99,39,452,0,2,4,58.0,1.1,14.01
2,6.56,10,121,0,0,2,82.2,0.93,8.25
1,7.46,230,233,1,0,1,84.3,0.97,24.28
2,7.16,48,0,1,2,2,96.7,1.0,17.3
3,7.09,76,43,0,0,3,70.1,1.04,8.9
2,7.82,241,1137,0,1,2,51.7,1.01,15.74
2,8.28,314,78,2,1,1,57.4,1.05,19.55
2,7.26,58,297,1,1,4,45.5,0.93,17.92
3,7.07,458,146,0,1,2,80.8,0.88,13.0
1,7.17,102,877,1,0,3,59.0,1.05,24.03
3,9.7,308,216,1,1,3,75.4,1.17,18.12
2,6.71,505,654,0,0,2,80.8,1.15,21.66
3,6.56,34,145,0,1,4,51.0,0.95,7.67
3,5.29,273,148,1,1,3,74.1,0.82,11.08
3,6.93,76,195,1,1,2,71.5,0.96,13.05
2,7.19,165,49,0,0,4,83.1,1.01,11.99
3,8.76,195,169,0,1,2,58.6,0.9,9.58
3,9.78,47,122,0,1,3,93.5,0.97,12.21
2,7.31,22,1230,1,2,1,74.6,0.83,15.86
3,5.41,129,6,0,4,4,53.8,1.1,16.85
3,6.74,610,231,2,2,2,71.2,0.93,24.45
2,8.6,29,1499,0,1,0,90.9,1.08,16.46
3,7.08,29,935,0,1,2,58.8,1.01,9.36
3,8.5,36,61,0,0,1,82.8,1.08,11.32
2,7.14,87,149,0,1,2,53.5,1.01,11.56
2,8.38,119,450,2,4,5,73.5,1.1,28.47
2,9.73,117,340,0,2,4,53.6,1.09,18.46
3,7.4,153,71,0,0,2,83.1,0.79,8.49
3,7.17,34,146,0,0,4,99.3,1.01,11.85
2,7.39,53,349,2,2,4,63.6,1.08,22.14
3,6.92,32,168,0,1,5,68.0,1.1,11.02
3,7.13,128,292,0,1,0,84.6,0.89,6.58
2,7.15,1,371,1,1,3,57.4,0.82,11.83
2,6.8,413,347,0,0,3,48.0,0.92,16.34
3,8.73,208,262,0,3,3,71.8,0.76,14.94
3,8.21,44,408,0,1,4,69.5,1.09,13.55
3,7.37,0,125,1,1,1,50.7,1.09,8.59
1,7.71,104,1042,0,0,4,75.7,1.05,24.67
3,5.89,119,167,0,0,0,66.2,1.0,7.05
3,8.29,0,332,0,0,1,100.0,0.93,8.51
3,6.82,152,696,0,1,2,76.0,0.95,11.77
3,5.91,70,166,0,1,2,74.1,0.87,5.99
2,9.17,18,6,0,0,3,70.2,0.99,12.64
1,6.99,62,561,0,1,5,88.5,1.15,23.46
1,6.33,67,155,3,0,2,67.0,1.13,26.05
2,5.39,87,434,1,1,5,52.5,0.91,15.07
2,8.58,255,106,0,2,2,79.7,0.93,16.07
3,7.29,67,127,0,2,2,83.1,1.22,15.88
1,9.38,18,180,1,1,2,56.9,1.19,26.39
2,7.95,386,295,0,0,2,33.6,0.84,11.48
3,7.2,53,117,0,2,4,86.6,0.99,13.74
3,7.08,83,234,1,1,6,81.3,1.09,16.07
2,7.83,43,123,3,0,4,57.5,0.93,15.24
2,9.51,80,320,1,0,1,59.5,1.07,16.01
3,6.29,164,561,0,0,5,64.5,0.83,7.47
1,7.73,273,368,0,1,4,92.6,1.14,30.9
3,7.72,66,439,0,0,3,46.7,1.03,7.26
3,6.94,80,261,0,1,1,43.0,1.0,8.4
3,7.22,33,470,1,1,6,68.2,1.03,15.09
2,7.76,43,53,0,2,5,68.2,0.9,14.28
3,7.71,157,285,0,1,5,70.3,1.09,13.56
3,8.46,335,838,1,1,2,64.4,1.06,17.48
3,5.35,28,213,0,0,1,67.8,1.18,7.47
3,8.41,72,285,0,0,4,62.4,0.92,10.45
3,8.45,250,586,1,2,3,75.8,0.81,16.71
1,7.23,125,25,0,1,4,100.0,0.9,18.4
2,6.04,146,198,0,2,4,61.6,0.99,14.68
2,7.55,17,256,0,0,2,91.2,0.88,11.67
1,7.25,162,921,2,0,1,48.3,0.88,22.06
3,7.19,369,254,1,2,2,78.4,1.03,18.3
2,5.35,92,97,1,3,0,57.8,1.04,15.27
2,7.61,495,1198,0,0,4,48.0,0.88,18.8
1,5.48,7,66,1,4,3,84.6,0.95,24.21
3,8.78,46,62,1,1,4,63.9,0.92,11.93
3,5.62,355,274,0,1,6,70.9,1.07,14.42
3,7.64,51,363,1,2,4,44.5,0.92,13.78
3,7.68,383,350,0,1,3,73.9,1.12,18.59
3,6.32,137,81,1,1,2,57.3,0.93,8.16
3,6.97,295,270,0,3,1,57.5,0.95,14.81
2,6.76,98,307,0,0,3,68.5,1.08,14.36
3,7.63,63,545,1,1,3,69.4,1.01,12.89
3,6.46,119,317,2,2,3,52.0,1.19,20.28
3,10.0,135,1394,0,4,1,78.4,0.92,18.14
3,6.24,138,86,0,3,5,72.5,0.85,11.36
3,7.0,196,69,1,1,2,74.4,0.79,9.49
3,7.01,39,212,0,0,5,73.9,1.18,11.94
3,6.2,122,0,0,1,1,66.7,1.02,8.17
3,6.8,79,92,0,2,3,43.7,1.02,9.15
2,7.06,210,79,0,4,5,64.6,0.97,23.45
2,6.03,144,683,2,2,1,73.8,1.06,22.41
3,9.62,79,93,1,1,3,47.8,1.06,12.16
3,7.25,155,105,1,2,8,53.9,1.09,18.75
2,8.12,302,440,0,1,6,66.7,0.8,16.06
3,9.4,67,108,0,1,2,100.0,0.96,11.88
3,7.32,60,20,0,1,5,54.3,1.16,9.83
3,7.03,397,51,0,2,2,71.7,1.05,15.62
3,7.25,19,125,0,0,4,70.3,1.06,9.11
2,10.0,126,125,2,2,5,86.8,1.07,29.67
3,8.52,112,55,0,1,5,79.6,1.12,13.33
3,8.14,53,145,1,1,5,70.9,1.23,15.14
2,9.44,66,662,1,1,2,56.3,1.03,19.32
3,7.85,194,154,0,0,3,76.1,1.03,11.14
2,7.73,141,15,0,2,2,52.7,0.79,11.16
1,8.48,203,11,0,4,5,71.9,0.88,24.68
2,8.23,60,513,0,1,4,53.6,0.94,13.22
1,6.91,33,185,1,0,4,60.8,0.92,19.95
3,6.93,110,89,1,1,3,92.5,1.05,14.43
3,6.35,359,640,0,0,1,57.6,1.0,10.77
2,7.16,131,78,0,1,6,40.0,1.11,14.03
3,10.0,517,233,0,0,2,65.8,1.03,15.74
1,8.35,142,215,0,3,3,68.9,1.08,27.23
3,8.33,31,237,1,4,1,53.0,1.01,15.75
1,8.39,228,3,0,0,2,74.6,0.91,18.15
3,6.01,199,123,1,2,2,88.8,0.94,15.3
2,8.28,312,183,0,2,5,88.0,0.89,18.25
2,6.92,478,83,0,1,3,80.5,0.94,19.98
3,6.99,329,301,0,1,1,79.9,0.83,12.94
3,6.77,9,392,1,1,3,78.2,0.93,11.5
2,8.94,84,79,0,1,2,93.0,0.91,14.38
2,7.7,289,3,0,0,3,67.3,0.93,12.84
2,7.36,124,167,0,1,2,93.7,1.0,15.29
3,6.8,12,166,0,0,4,72.3,1.07,9.11
3,5.51,45,84,0,1,1,49.5,1.0,6.95
3,7.29,120,136,0,3,3,48.5,0.96,13.31
2,5.73,177,265,0,0,3,79.3,0.83,10.6
3,9.02,26,398,1,0,1,60.6,1.06,10.71
1,10.0,70,764,0,0,0,75.2,1.03,21.61
3,8.93,20,28,1,0,4,59.7,0.98,10.37
3,7.46,191,419,1,1,6,62.1,1.06,16.11
3,7.88,149,82,1,1,4,75.3,0.91,11.33
3,8.01,131,608,0,2,3,69.6,1.01,15.06
1,6.43,324,584,2,1,4,82.7,1.01,31.64
2,8.62,80,566,1,1,2,90.8,1.01,18.49
2,7.21,392,31,0,4,2,97.4,1.21,27.35
3,7.03,229,170,1,3,0,84.9,1.12,18.29
2,7.22,99,73,0,0,2,90.3,1.3,16.08
2,8.15,193,599,1,0,3,89.7,1.03,18.45
2,8.87,314,348,0,2,0,59.9,0.92,16.15
3,10.0,51,378,1,0,6,57.2,0.82,10.34
1,6.97,21,185,0,1,3,49.6,1.15,19.49
2,7.34,11,91,1,0,4,72.0,0.85,13.38
2,7.12,18,250,1,1,1,55.5,1.02,15.16
2,5.8,139,693,1,1,3,68.0,0.94,12.05
2,7.01,170,44,2,0,2,47.3,1.16,18.91
2,8.69,387,22,1,0,4,87.4,1.04,22.42
2,8.0,152,532,2,1,3,71.2,1.01,19.63
3,10.0,512,243,2,1,5,62.6,0.92,24.31
3,6.53,310,124,0,1,3,77.4,0.97,14.27
3,7.14,13,48,1,1,4,68.7,1.03,13.82
2,7.51,141,90,0,3,3,79.3,0.95,17.13
1,7.93,38,61,1,2,3,92.6,1.2,30.08
2,6.95,160,19,0,1,7,41.6,0.79,9.02
3,7.19,171,519,0,1,3,81.7,0.97,13.3
1,9.29,279,453,0,0,5,67.8,0.92,22.44
3,8.86,55,145,0,2,3,80.0,0.96,13.72
3,8.08,239,130,4,2,2,71.4,0.87,20.25
3,8.65,199,127,0,0,2,77.6,1.07,11.84
2,8.19,16,132,0,0,5,99.6,0.88,9.8
2,6.9,26,3,1,1,3,47.7,1.06,14.54
3,8.36,32,130,0,2,4,69.7,1.06,12.25
2,9.13,532,353,0,4,3,81.3,0.95,25.38
2,7.52,186,750,0,1,3,82.7,1.08,18.91
1,7.6,160,41,0,2,3,77.2,1.14,26.97
3,9.44,201,53,1,3,3,65.3,0.82,17.23
3,9.19,56,1136,0,0,2,61.0,0.97,12.02
1,8.21,137,51,1,2,9,59.4,1.26,32.81
3,7.57,31,266,0,1,1,65.4,0.94,8.37
3,7.86,86,323,1,3,3,44.6,1.01,13.72
2,8.16,362,19,1,0,3,72.4,1.07,19.56
2,7.08,156,667,1,0,1,82.9,1.09,15.8
3,8.91,173,44,0,0,4,85.0,1.02,10.98
1,7.49,157,53,1,0,2,84.5,1.21,28.02
2,8.28,257,83,0,3,5,74.8,1.12,23.96
3,7.66,102,238,0,1,2,98.6,1.03,9.4
2,9.76,15,210,0,1,3,57.7,0.93,12.55
3,6.76,307,123,0,0,4,63.6,1.03,10.95
2,8.68,104,143,0,1,4,76.7,0.99,13.82
3,7.89,34,234,1,1,3,75.6,1.01,10.76
3,8.63,119,382,1,0,3,84.6,1.04,14.01
2,8.09,214,551,0,3,4,61.5,1.12,22.32
3,8.59,79,0,0,1,3,72.6,1.18,12.12
2,7.44,46,474,1,0,3,90.3,1.1,15.5
2,8.88,96,60,0,2,4,84.9,1.01,16.98
3,7.16,155,245,0,1,4,68.3,0.98,11.29
3,7.54,65,518,1,1,4,78.6,0.99,13.09
3,7.05,62,34,0,0,2,64.1,1.07,8.4
3,7.82,585,175,0,0,5,94.1,1.02,17.32
3,6.26,68,231,1,2,2,37.2,0.94,11.89
3,10.0,2,13,0,1,2,100.0,1.12,14.87
3,7.44,88,75,0,2,4,62.5,1.05,13.66
2,7.69,253,1576,0,1,1,64.5,1.03,17.07
3,8.58,652,419,0,1,3,59.4,1.05,24.05
3,8.35,24,99,1,2,4,82.9,0.86,14.88
2,6.79,260,74,0,0,6,56.5,1.13,14.88
3,8.98,240,597,0,1,3,67.0,1.08,16.97
1,8.52,99,275,0,0,2,74.8,1.04,22.38
2,5.0,191,243,0,1,4,77.8,0.99,14.74
1,8.3,41,159,0,1,3,84.0,1.05,19.94
3,5.0,38,759,0,4,4,82.9,1.04,15.06
2,6.33,88,76,0,2,3,64.0,0.95,13.05
3,7.47,36,15,1,1,5,70.7,0.93,13.92
3,8.83,271,80,1,0,3,66.7,1.1,17.32
3,8.73,168,388,0,1,3,49.9,0.96,10.69
3,6.27,152,188,2,1,3,61.5,1.1,13.79
2,6.85,117,122,0,2,2,67.7,0.82,9.51
2,6.42,210,45,2,0,2,78.5,0.96,17.73
3,8.11,49,76,0,1,4,67.4,1.06,11.35
3,7.63,148,118,0,1,2,59.5,0.96,11.26
3,9.22,247,345,0,1,2,95.0,1.13,18.11
2,7.38,242,155,1,1,3,59.7,0.81,15.99
2,7.14,90,246,0,3,1,69.7,1.13,16.81
3,7.76,39,0,1,0,4,69.3,0.96,9.26
3,8.29,61,71,0,1,2,65.5,0.94,10.57
2,7.98,202,2,0,1,4,84.3,0.88,15.9
3,8.21,89,499,1,2,4,95.7,0.98,17.4
2,7.1,109,277,0,0,4,63.8,1.17,12.72
2,7.68,323,148,0,2,3,75.4,0.94,17.62
2,5.0,410,59,1,1,0,58.7,1.04,15.88
3,8.27,0,731,2,1,3,64.1,0.91,12.85
3,5.01,226,64,1,4,8,67.3,0.99,20.3
3,8.11,36,1186,0,1,5,69.9,0.98,11.21
3,7.17,9,225,0,0,3,67.5,0.79,5.47
3,7.94,122,458,0,0,2,94.6,1.07,12.06
1,8.46,30,266,0,1,3,44.5,1.13,22.46
2,8.05,70,180,2,3,2,87.5,0.99,21.3
3,9.06,419,716,0,0,3,61.8,1.07,14.12
3,8.11,102,1468,0,2,4,69.1,1.05,19.45
3,6.03,106,479,0,1,3,73.9,0.98,9.72
2,10.0,100,289,0,1,4,64.4,1.17,17.43
2,6.09,2,464,0,2,5,72.2,0.99,13.13
2,8.69,9,38,0,0,2,72.8,0.8,9.43
3,7.12,73,139,0,1,4,72.3,0.78,9.94
2,8.33,267,148,0,1,0,89.6,1.08,18.07
3,7.67,23,102,0,2,0,50.5,0.97,8.4
2,7.14,460,18,1,2,1,71.6,0.99,18.96
3,7.24,185,120,2,2,2,57.6,0.96,17.43
2,8.36,232,544,2,1,1,67.2,0.96,17.1
2,7.25,13,228,1,1,3,87.0,0.92,17.53
3,5.6,204,162,1,2,3,66.0,0.96,15.86
3,7.88,146,158,1,1,2,61.1,0.85,13.2
2,8.74,25,85,0,2,1,51.5,1.01,10.81
3,8.23,52,354,0,1,3,53.5,0.89,9.66
2,7.57,135,958,0,2,2,72.0,1.08,20.54
3,5.72,27,418,1,1,0,66.8,1.07,7.71
2,7.45,400,161,0,0,1,78.9,1.22,19.98
2,7.34,141,73,1,0,2,68.2,0.74,11.64
2,5.24,159,166,0,1,4,68.7,0.95,11.96
2,5.6,33,349,2,0,4,72.1,0.99,13.31
2,5.32,163,104,0,2,1,81.6,1.09,15.63
2,8.08,25,841,0,2,2,59.5,1.09,15.67
3,7.33,197,30,2,1,3,86.6,0.94,15.79
3,7.91,92,181,0,2,6,70.4,0.93,12.07
2,9.37,630,120,1,1,3,68.3,0.99,24.6
3,7.01,76,175,0,4,0,77.1,1.03,15.15
3,6.3,179,376,1,2,4,52.3,0.99,13.21
3,8.43,58,20,1,2,6,58.9,1.05,18.05
3,7.23,133,93,0,1,1,66.6,1.04,11.66
2,8.43,19,336,1,1,2,62.8,1.06,16.38
2,8.1,685,838,0,1,5,97.9,0.97,24.04
1,6.35,127,713,1,1,3,91.4,1.03,25.81
3,6.82,41,66,1,1,1,70.9,0.98,9.87
3,6.46,8,594,1,0,0,58.4,0.8,3.0
3,7.67,93,93,0,1,3,78.5,0.91,9.35
3,9.34,271,661,1,2,1,61.9,0.92,17.32
2,7.88,94,48,1,1,1,71.2,0.95,15.82
3,8.32,9,118,0,2,3,72.5,1.07,13.1
2,9.77,7,150,2,0,7,78.7,0.88,17.33
3,8.28,48,219,1,0,7,58.0,0.78,12.61
2,6.24,26,52,0,1,3,65.5,0.97,12.61
1,6.28,150,77,1,0,3,52.6,0.99,19.95
3,6.51,0,305,1,0,1,50.9,0.95,10.39
2,6.59,170,285,0,1,1,54.2,1.12,12.76
3,5.77,29,74,0,1,1,65.9,0.87,4.57
3,7.37,83,421,0,0,2,78.0,1.13,10.48
2,6.64,51,83,0,1,4,96.8,1.06,14.56
2,9.04,167,247,0,2,1,48.8,0.89,11.84
2,9.35,232,648,0,0,5,36.8,0.9,17.51
1,7.28,169,235,0,0,3,69.2,1.01,18.77
2,6.82,429,531,0,2,1,70.3,1.12,23.53
2,6.29,60,169,0,0,3,72.8,1.04,10.48
1,7.38,38,110,1,0,2,47.2,1.1,21.68
2,9.17,117,42,0,0,1,53.9,0.95,11.15
1,8.4,158,46,0,0,4,78.1,0.91,18.69
3,8.75,141,697,0,1,0,49.6,0.9,8.19
3,8.14,89,8,0,1,5,85.0,1.08,14.41
1,7.49,44,385,1,1,3,54.5,1.1,25.21
3,8.78,74,114,1,0,4,73.7,0.99,14.33
2,5.87,10,914,1,1,2,71.6,1.01,15.11
2,6.0,67,52,0,1,5,70.8,0.8,8.17
2,7.35,137,37,1,0,2,75.2,0.89,12.37
3,7.24,94,43,1,1,3,73.1,0.97,10.08
1,8.14,209,530,0,3,2,83.0,0.8,21.18
1,6.06,194,530,2,2,1,67.9,1.01,27.17
3,8.13,220,101,0,0,7,46.6,1.14,13.43
3,6.46,55,46,0,2,0,62.5,1.28,10.56
2,7.11,136,72,1,2,1,61.5,1.03,16.31
2,10.0,10,648,0,1,2,79.9,0.84,13.62
3,7.49,154,103,0,1,1,76.4,1.17,10.41
2,7.46,0,129,0,0,5,64.9,0.98,7.87
2,7.74,39,251,0,1,2,54.9,0.9,13.69
3,7.2,207,246,0,0,4,64.5,1.11,12.44
3,9.51,554,32,0,2,3,79.8,0.93,18.07
1,7.32,163,47,1,0,3,74.9,0.97,22.32
3,7.97,44,0,1,0,2,42.4,0.94,6.29
3,5.22,186,279,1,2,4,59.0,1.03,15.47
2,7.12,115,1,0,2,4,42.4,0.98,12.98
2,8.96,82,192,1,0,1,54.1,0.95,13.56
2,5.55,16,1241,0,1,7,62.7,0.79,11.54
3,6.08,61,153,1,1,5,76.2,0.77,6.11
3,8.88,35,734,0,0,1,81.7,0.91,8.74
1,7.96,441,377,0,2,1,61.4,0.95,26.39
3,7.61,26,20,0,4,4,71.4,1.08,15.28
3,7.87,49,57,0,1,3,78.7,1.18,10.42
1,6.57,62,221,0,1,2,62.7,1.02,16.79
3,5.16,59,296,1,2,5,86.5,0.81,11.95
3,6.39,44,47,0,1,2,70.5,1.19,10.9
2,5.13,63,755,2,0,4,66.2,0.92,14.74
3,7.62,106,230,0,1,3,74.7,0.92,9.89
2,7.73,149,319,0,2,1,89.6,0.85,15.05
1,7.74,94,47,0,1,1,64.6,0.81,14.55
