cgpa,internships,tier,sector_demand_index,coding_score,communication_score,starting_salary_lpa
10.0,3,2,1.16,47.1,38.9,9.01
5.83,3,3,0.95,70.3,51.5,5.38
5.53,2,3,0.96,73.5,57.8,7.12
8.73,1,3,0.91,79.7,80.8,9.37
10.0,3,3,0.94,73.4,68.5,10.63
9.16,2,2,0.85,53.7,54.9,9.15
8.18,0,2,1.0,63.8,48.1,6.33
8.21,3,2,0.94,59.4,42.6,8.95
8.52,1,2,0.71,46.4,72.7,7.83
8.41,1,3,1.5,76.5,59.2,5.36
7.84,2,3,0.79,58.7,80.2,7.08
7.63,1,2,0.97,72.2,43.5,10.7
7.42,0,2,1.01,68.3,71.4,7.65
6.6,3,1,0.89,53.0,64.4,15.56
7.16,3,2,0.98,52.0,55.8,7.8
5.47,3,2,0.84,65.0,56.9,9.92
7.38,1,3,1.15,50.3,66.5,4.2
6.31,2,2,1.0,84.8,64.5,8.9
6.18,0,3,1.14,90.2,51.6,5.94
7.72,1,2,1.29,81.7,72.7,8.32
9.17,1,1,0.94,75.2,83.1,16.92
8.6,1,3,1.15,70.9,61.3,8.2
5.62,1,3,1.31,54.3,73.7,5.18
6.31,0,2,0.98,82.4,62.6,9.02
8.63,4,3,1.14,90.6,100.0,9.65
6.32,3,1,0.91,64.9,65.2,15.97
7.23,3,2,1.24,69.5,75.5,9.94
8.16,5,3,0.9,57.9,82.5,10.11
6.34,3,3,1.14,65.0,55.4,8.91
7.63,3,2,1.2,51.1,75.6,5.4
5.9,2,1,0.76,65.7,77.9,13.67
6.78,1,3,0.87,76.5,71.4,2.75
7.88,1,2,0.86,74.9,76.4,7.46
5.59,2,2,1.22,73.8,55.3,7.6
8.03,0,3,0.76,33.4,97.2,5.77
7.48,2,3,1.07,70.7,29.0,6.78
8.16,4,1,1.15,79.2,52.4,18.51
7.77,2,3,1.03,69.9,44.9,7.13
9.14,3,3,1.25,87.0,90.8,8.65
7.65,0,2,0.62,68.5,63.0,8.74
6.98,0,3,1.12,76.0,50.8,3.81
7.65,2,3,0.96,55.0,55.9,6.55
8.15,3,2,0.7,78.8,42.1,8.84
7.56,2,2,0.78,81.8,74.4,9.89
7.55,0,3,1.31,59.3,75.9,5.36
6.66,1,3,1.13,48.6,69.6,5.37
6.7,1,2,1.16,63.2,54.3,6.23
5.82,2,3,1.19,55.0,87.9,7.38
9.6,1,3,0.73,79.0,76.7,5.78
6.01,1,3,1.05,62.7,38.8,6.57
6.67,2,3,1.22,80.8,62.1,5.88
6.64,2,2,0.92,46.5,47.6,4.23
8.57,1,2,1.27,57.6,87.1,9.56
7.15,0,3,0.88,58.5,58.3,3.64
9.0,1,2,1.02,74.1,44.3,7.42
6.69,2,3,1.08,38.9,62.8,6.9
7.83,2,2,1.15,65.9,88.8,11.55
6.5,1,2,0.94,64.5,78.0,8.92
10.0,0,2,1.2,75.4,57.2,7.65
6.07,3,3,1.09,70.8,62.4,6.16
7.87,4,3,0.67,55.7,79.9,7.23
8.26,0,2,1.37,36.1,85.9,4.96
8.0,2,2,0.81,58.4,41.7,8.69
7.28,5,2,1.38,51.0,67.3,11.57
7.34,1,3,0.97,51.9,59.7,5.09
7.55,3,2,0.93,59.0,57.7,9.72
7.32,1,3,1.08,82.3,85.1,5.74
8.66,0,3,0.86,51.0,44.7,2.87
10.0,1,2,0.62,42.2,77.1,8.04
6.83,2,3,0.98,61.3,30.8,6.98
5.86,1,1,1.08,65.8,54.1,14.92
7.39,2,3,1.31,64.8,65.5,7.54
10.0,1,2,0.76,60.1,45.3,11.7
6.54,3,1,1.12,66.3,98.1,17.68
9.47,2,3,0.98,73.2,54.2,8.6
9.51,2,2,1.01,56.9,53.0,11.53
6.84,3,3,1.19,85.0,54.6,8.81
8.18,0,3,0.9,67.3,73.8,8.19
9.45,2,3,1.03,84.7,78.6,9.17
7.05,2,2,1.22,74.0,58.4,8.23
7.26,2,3,1.21,51.1,69.7,6.0
6.8,5,3,0.76,40.7,70.9,7.86
6.28,2,2,0.88,86.0,43.4,7.47
6.72,0,3,0.97,56.3,63.2,3.07
6.03,2,3,1.16,68.5,55.5,5.14
7.54,4,2,0.95,61.0,41.7,8.09
6.58,0,3,1.02,90.1,68.2,5.08
7.78,1,1,1.25,68.9,80.2,16.6
5.63,3,2,0.93,49.3,65.7,9.4
7.9,1,2,1.29,66.0,26.4,4.85
8.5,0,3,0.68,86.9,58.1,6.76
5.11,1,2,0.92,56.9,51.6,6.15
7.95,1,3,0.73,46.6,91.7,7.27
8.97,2,3,1.02,81.0,59.9,7.6
6.05,0,3,1.15,55.3,40.8,2.5
9.51,1,2,0.97,44.5,64.3,7.55
8.0,1,3,0.91,55.8,74.5,4.1
6.65,2,3,0.73,73.3,66.5,3.14
7.43,4,2,1.34,75.8,53.0,10.77
8.17,2,3,1.0,75.2,58.1,8.01
7.59,0,3,0.91,53.8,76.5,5.13
8.15,2,3,1.31,82.7,66.5,6.16
6.4,1,2,0.93,80.3,95.4,7.5
7.7,1,2,0.82,76.5,66.5,9.29
5.8,0,1,0.86,53.4,42.1,13.88
7.37,1,2,0.83,60.2,62.0,9.8
6.42,1,3,0.79,74.2,56.6,4.96
6.62,1,3,0.86,78.2,41.7,5.58
8.98,2,3,1.48,54.3,67.0,8.58
8.81,1,3,0.77,95.8,58.7,7.52
8.23,1,3,0.7,67.5,67.2,4.21
6.19,3,2,1.06,83.8,92.5,7.07
7.12,2,3,0.98,50.9,63.1,5.94
8.96,1,1,1.13,72.6,80.4,15.85
7.67,4,2,0.89,50.6,62.1,7.39
10.0,1,3,0.83,71.8,71.2,5.38
7.97,1,2,1.33,76.5,66.8,9.02
7.73,1,1,0.68,77.3,69.0,14.18
7.13,0,3,1.07,58.5,63.0,6.64
7.66,1,2,1.14,42.3,86.8,10.38
7.32,0,1,1.16,74.4,74.5,13.13
8.35,1,1,0.94,63.6,66.7,16.98
8.65,1,2,0.75,63.6,78.6,11.5
6.56,3,2,1.3,55.7,66.9,9.7
5.9,2,3,0.91,68.7,81.8,5.13
5.3,0,2,1.31,69.5,47.3,6.17
8.11,1,3,1.07,85.4,97.0,5.25
6.18,2,2,0.9,39.3,67.6,6.34
5.0,2,2,1.08,49.7,47.9,6.9
7.97,5,3,1.23,76.4,76.2,11.05
10.0,1,3,1.02,36.5,84.4,5.72
7.49,2,3,0.85,58.7,49.6,5.88
8.51,4,3,0.64,100.0,57.9,8.61
7.6,0,2,0.92,65.4,80.2,10.18
7.38,0,2,1.16,80.0,73.5,10.85
8.6,1,3,0.8,44.3,58.4,6.12
7.15,3,1,1.14,80.1,61.3,16.04
7.82,0,1,1.01,63.9,46.2,11.73
7.89,0,2,1.15,73.9,50.2,8.91
6.7,1,3,0.53,77.9,39.9,5.63
8.69,0,2,0.72,61.8,59.8,6.19
7.29,1,2,0.91,76.9,75.2,10.7
6.59,2,2,1.37,52.7,61.0,7.41
8.14,2,3,0.85,70.4,81.7,6.36
6.42,2,2,0.97,77.4,55.3,10.28
7.53,2,2,1.43,61.5,42.6,6.88
7.49,0,3,1.09,55.1,82.3,5.45
8.8,1,3,1.17,62.7,70.5,8.63
8.07,0,3,0.87,85.9,83.4,8.65
7.47,2,3,1.24,83.6,60.0,7.97
8.48,2,2,1.27,81.0,88.9,9.9
9.17,2,2,1.1,92.6,48.8,10.02
8.17,1,2,0.98,70.1,60.7,12.39
7.51,3,3,1.11,72.6,71.1,9.55
5.93,2,2,0.67,40.1,58.0,6.41
6.22,2,3,1.22,56.3,68.4,3.95
7.13,3,3,0.83,77.7,83.7,5.51
6.77,2,1,0.94,83.0,70.7,17.66
7.28,0,1,1.26,50.6,62.3,14.58
7.57,1,2,1.22,68.6,83.4,9.42
8.14,1,2,0.68,100.0,72.7,9.8
7.42,1,2,0.81,68.7,64.9,10.08
8.08,0,3,1.13,91.7,63.8,4.47
7.58,0,1,0.65,75.2,59.5,16.77
5.13,0,2,1.28,78.4,77.6,8.87
6.37,2,2,1.02,56.4,78.2,6.76
7.33,5,3,1.28,45.9,84.0,10.2
6.05,2,3,0.85,80.8,71.5,5.8
8.22,1,3,0.87,74.6,56.8,4.35
9.34,2,3,1.21,70.9,70.0,9.35
8.96,1,2,0.94,50.1,56.6,6.35
7.24,3,2,0.75,64.6,67.4,7.72
9.29,0,2,1.11,60.7,86.1,9.86
7.68,0,2,0.68,62.2,82.7,7.6
7.1,0,3,1.29,73.4,78.6,7.56
6.76,1,1,1.04,80.6,64.7,14.31
7.14,2,1,0.82,74.3,78.4,15.14
7.03,0,3,1.23,72.9,55.4,2.5
7.7,1,3,1.23,71.7,43.1,6.18
7.69,0,3,1.0,67.4,69.1,5.38
7.5,0,2,1.46,57.5,59.4,8.9
8.02,2,3,1.45,70.7,91.8,9.97
8.93,1,3,1.06,81.2,89.5,8.84
8.64,2,2,1.21,68.3,54.7,8.44
5.72,2,3,1.26,56.2,75.4,5.3
5.0,1,3,0.77,52.1,35.4,3.82
8.62,1,1,1.06,55.7,70.1,14.58
5.86,1,2,0.86,52.8,69.7,9.11
7.23,1,2,0.84,100.0,50.1,11.39
6.1,0,2,1.02,56.8,67.5,6.16
5.34,3,3,1.04,69.4,51.1,6.22
8.15,0,2,0.68,68.7,77.8,7.0
8.41,2,3,1.07,91.2,67.8,8.4
6.81,1,3,0.95,76.4,87.4,8.23
5.0,5,3,1.28,76.4,42.0,6.64
6.84,1,2,1.23,72.6,52.0,7.39
7.97,2,2,0.83,74.1,57.7,7.77
5.73,1,1,1.26,74.8,72.4,13.58
7.72,1,2,1.11,60.6,69.1,9.37
7.48,1,2,0.96,56.2,71.4,7.73
8.2,1,3,0.9,70.9,55.3,4.38
7.64,1,2,0.77,61.9,36.5,7.66
6.33,0,3,0.76,72.8,53.6,4.33
8.94,1,2,0.63,53.8,86.1,10.46
7.31,1,3,1.0,47.9,55.7,4.35
7.47,2,3,0.59,50.8,67.7,4.26
6.38,0,2,0.83,68.9,65.9,8.55
6.97,2,3,1.13,45.8,67.8,4.14
6.44,2,3,1.3,99.2,45.0,5.09
7.29,1,3,0.77,99.3,77.3,6.11
9.55,1,3,1.12,83.3,63.5,6.87
5.85,3,2,0.94,64.5,99.7,7.39
5.56,3,2,0.9,62.7,59.4,6.03
9.27,1,1,1.03,74.4,79.7,17.43
7.25,2,3,0.87,78.9,59.2,6.7
6.7,0,3,0.98,74.4,93.8,5.87
8.75,3,3,1.01,50.3,76.0,7.65
6.77,1,2,1.23,67.2,45.7,8.2
9.69,2,3,1.28,78.0,86.1,8.27
8.31,0,3,0.88,34.6,76.6,5.07
6.91,1,2,0.95,53.4,58.0,7.37
10.0,1,1,1.16,77.9,40.8,13.87
6.77,2,2,0.96,65.3,83.0,10.31
8.39,1,3,1.14,65.3,90.9,7.53
7.86,1,3,1.18,86.6,81.8,6.34
9.06,3,2,1.2,69.2,78.0,10.15
9.37,2,2,1.02,62.9,73.4,11.01
7.54,1,3,0.77,65.4,80.9,7.71
6.6,3,3,0.97,65.9,61.1,7.3
8.05,2,3,0.9,57.5,37.8,6.94
6.69,0,3,1.16,66.7,76.4,7.12
9.92,0,2,1.31,52.9,70.9,8.25
7.66,1,3,1.31,65.0,43.9,5.34
7.06,1,2,1.18,62.3,32.1,7.69
7.72,1,3,0.81,73.5,66.2,4.59
5.88,1,2,1.28,92.7,62.7,10.51
6.33,1,3,1.09,73.9,61.4,7.65
8.94,1,2,0.84,71.5,73.7,8.45
6.71,3,3,1.17,73.5,53.8,11.4
6.24,1,2,0.96,57.1,75.3,8.84
8.14,2,2,0.61,80.5,75.4,10.03
8.92,0,3,0.8,76.1,25.1,2.5
8.36,0,1,0.99,69.3,64.0,14.01
8.7,0,3,0.98,75.3,68.0,6.88
6.59,3,3,0.79,74.9,76.2,8.15
5.79,2,3,1.15,74.9,73.2,4.74
9.3,1,3,1.1,84.9,38.7,5.76
7.11,0,3,0.71,58.6,66.4,5.43
7.2,0,3,1.5,89.7,61.1,7.07
9.09,2,3,0.76,46.0,81.1,8.21
8.17,2,1,0.91,79.9,47.0,15.76
8.05,0,2,1.08,72.5,65.0,8.18
10.0,2,3,0.91,55.6,78.1,8.56
6.73,2,2,1.29,85.4,76.4,10.6
8.61,1,2,0.96,42.8,62.7,5.39
7.57,1,2,0.82,94.4,82.7,12.54
7.82,2,2,1.12,100.0,54.0,12.06
9.33,3,3,0.5,67.6,76.0,9.05
8.11,3,3,1.11,54.6,78.5,5.77
8.15,2,3,1.26,61.3,44.5,7.25
8.79,2,3,0.54,84.6,84.5,7.74
7.06,2,2,0.92,65.2,40.3,9.31
6.49,2,2,0.67,26.0,70.6,7.46
6.25,4,2,1.0,75.8,58.0,9.89
5.14,0,3,1.45,83.4,80.2,7.39
9.97,1,1,1.05,77.7,69.9,14.63
6.18,1,2,0.96,80.1,91.9,9.42
7.23,0,3,0.5,94.1,82.1,8.89
7.17,1,3,0.78,66.8,67.0,6.43
7.87,3,2,0.97,95.8,83.1,13.65
8.48,2,2,1.02,67.7,63.5,9.84
8.53,0,3,1.07,86.9,48.7,6.03
6.8,3,3,1.15,67.9,58.1,5.2
7.3,3,2,0.82,100.0,63.3,11.21
7.84,1,2,1.01,79.7,18.4,8.57
7.2,4,3,0.9,68.6,85.8,7.25
9.43,1,3,0.81,52.0,63.5,4.57
8.09,3,3,0.83,73.1,79.5,9.1
8.38,2,3,1.11,57.7,67.4,8.11
8.3,3,3,0.5,76.6,41.9,10.75
8.91,1,2,0.63,79.9,66.2,9.2
7.72,1,2,1.5,85.6,63.2,9.28
5.94,0,3,0.87,78.1,54.7,5.77
7.98,1,3,1.29,71.2,59.1,7.13
6.72,4,3,0.99,89.9,65.4,8.71
6.87,1,1,0.89,91.6,28.2,14.07
8.2,2,3,1.13,54.2,70.4,5.8
8.99,2,2,1.02,96.4,74.1,10.06
7.53,1,3,0.96,88.4,72.5,7.06
7.87,3,1,0.99,57.2,60.8,17.86
9.54,1,3,1.08,41.8,94.5,5.81
7.79,0,3,0.86,88.1,72.7,4.35
10.0,5,2,0.9,73.1,58.7,11.43
8.18,1,2,0.8,63.2,46.4,8.74
5.39,1,3,0.76,74.7,44.5,5.22
8.4,1,3,1.37,87.8,71.0,9.83
7.96,1,2,0.82,39.5,75.8,9.11
9.05,1,2,1.2,71.9,66.9,10.09
8.31,0,2,0.93,70.9,64.2,9.15
7.33,2,3,1.11,92.4,59.9,6.66
6.03,2,2,1.0,82.4,72.4,10.58
7.25,1,1,0.64,82.3,53.4,14.45
6.48,3,3,1.01,63.3,64.7,8.12
6.8,1,3,1.12,80.0,66.4,6.99
8.21,0,2,0.81,62.7,73.7,7.22
9.5,3,3,1.46,68.4,52.7,6.56
7.97,3,3,1.16,78.6,49.9,7.06
6.06,0,3,1.16,71.3,65.7,5.03
8.03,1,2,1.19,74.7,68.1,8.1
8.94,2,3,0.53,89.7,64.9,8.11
6.77,1,2,1.14,64.5,24.3,7.99
7.34,0,2,1.46,54.4,70.0,9.2
7.52,0,2,1.15,56.4,100.0,9.37
6.56,2,3,0.95,53.1,78.8,8.06
8.28,3,3,0.78,94.1,35.7,6.45
7.35,0,3,0.76,79.8,58.9,7.36
8.0,0,2,0.73,86.1,62.1,6.58
6.44,1,3,0.92,83.4,60.2,6.04
6.98,3,3,0.79,67.0,46.4,5.42
8.37,0,2,0.97,94.4,51.6,10.07
7.05,5,3,1.04,59.6,79.0,6.75
9.57,1,2,0.66,100.0,76.2,8.56
7.02,1,3,0.85,71.9,63.3,4.83
7.77,3,1,0.88,96.8,79.2,16.97
8.62,1,3,0.88,54.3,55.1,4.63
5.8,0,3,1.0,63.5,59.9,2.92
5.39,1,3,1.02,46.0,59.5,4.67
5.67,1,2,0.92,85.6,41.7,7.52
9.02,1,2,0.87,73.8,61.2,11.67
6.84,2,1,1.0,100.0,89.6,17.78
10.0,1,3,1.29,62.7,87.9,9.52
6.82,0,3,0.71,90.1,66.8,6.71
7.72,2,2,1.23,71.2,61.7,8.19
9.35,1,2,0.67,68.6,91.5,9.13
9.91,2,3,1.07,65.7,61.3,9.26
9.97,2,3,1.21,57.3,57.2,4.6
8.95,1,2,0.74,75.6,79.4,10.56
8.73,1,2,1.07,73.2,39.3,8.14
8.21,0,2,0.79,46.4,63.3,5.69
8.43,2,3,1.23,32.3,64.0,5.16
6.84,1,3,0.68,65.3,72.7,7.97
6.52,4,3,0.82,87.4,56.1,5.93
7.5,1,2,1.03,73.3,62.4,6.85
7.3,3,3,1.14,50.5,66.4,3.84
6.96,1,2,1.02,43.4,61.2,6.2
8.34,2,2,1.1,87.3,62.2,9.68
8.65,2,3,0.89,45.2,77.5,6.81
7.61,4,2,0.78,81.4,73.7,11.02
9.27,1,2,1.29,78.5,72.8,11.1
6.13,0,3,1.1,94.5,40.3,3.73
7.27,3,2,0.9,60.6,71.4,12.9
6.64,5,3,0.67,84.1,52.4,10.0
5.26,1,3,1.24,91.0,94.9,8.26
7.4,0,3,1.25,49.9,64.9,5.31
7.35,1,1,0.96,72.0,62.1,12.92
9.32,1,2,0.87,69.4,87.8,9.74
8.26,0,2,0.95,54.0,83.1,7.66
6.27,1,2,0.96,74.0,61.4,7.32
9.72,1,3,1.15,52.5,47.4,5.15
8.97,4,2,0.77,75.7,38.5,12.39
8.2,4,2,0.88,100.0,49.3,12.19
7.23,2,3,0.96,66.9,69.8,7.2
6.35,0,3,1.05,68.6,62.8,2.5
7.05,1,3,1.17,91.2,50.9,3.81
8.81,1,2,1.06,88.9,59.1,8.58
9.76,2,3,1.35,60.7,90.8,11.46
9.35,0,3,0.8,80.3,81.8,10.12
6.91,5,2,1.29,25.7,91.3,12.14
6.16,2,2,0.81,54.9,54.7,6.97
7.67,2,2,0.92,86.0,77.1,11.28
5.38,1,3,1.08,62.3,75.5,6.99
7.89,1,2,1.24,67.0,87.0,12.52
7.32,0,3,0.92,56.1,65.2,2.75
6.94,3,3,1.08,53.7,53.3,6.49
5.59,4,3,0.94,32.6,51.5,4.69
8.12,2,1,0.54,64.6,64.8,16.05
6.86,1,2,0.99,77.0,66.2,8.74
6.1,3,1,0.75,73.7,69.1,14.15
5.0,1,2,1.25,57.5,44.1,6.5
7.47,2,3,1.26,48.6,84.4,5.77
9.63,1,1,0.83,64.4,44.7,14.62
9.49,0,2,0.8,50.1,84.4,8.26
6.95,0,2,0.87,58.5,60.2,9.25
6.78,3,2,1.11,71.9,92.7,11.57
8.06,2,3,1.11,56.9,38.8,5.4
6.3,0,3,1.5,89.3,82.6,7.96
7.86,3,3,0.94,54.3,49.5,5.2
8.42,1,2,1.02,60.9,48.5,8.15
8.97,1,3,1.39,82.7,89.8,9.86
7.38,1,3,1.06,80.4,76.3,7.89
7.26,1,2,0.78,77.7,42.8,7.32
6.45,2,2,1.07,60.4,68.0,9.08
6.51,0,3,1.14,78.8,86.1,7.19
7.23,0,3,0.93,81.9,73.4,4.63
7.94,1,3,1.16,76.6,65.5,5.84
8.6,1,2,1.14,69.5,82.3,9.42
6.54,1,2,0.91,78.7,70.5,12.17
9.29,1,3,1.31,68.9,40.1,4.8
7.17,3,3,0.84,76.1,66.4,8.28
7.47,2,3,1.09,71.1,72.3,6.74
6.6,2,3,0.88,47.3,68.3,3.94
5.0,0,2,0.66,61.2,58.9,6.82
8.56,0,3,1.07,100.0,71.9,5.51
8.38,2,3,1.39,40.9,67.8,8.39
7.16,0,3,0.99,93.3,35.1,3.66
7.58,2,2,0.7,79.4,45.1,8.24
8.12,3,2,1.04,70.5,69.7,11.58
5.62,3,3,0.84,44.8,76.2,6.87
6.87,1,3,1.21,70.0,53.3,5.73
8.45,2,3,0.95,58.8,76.1,6.36
5.99,1,3,0.65,87.8,72.5,3.82
7.85,3,3,1.1,60.0,62.2,7.17
5.87,2,3,1.04,65.9,71.4,4.86
8.06,1,1,0.94,73.7,71.1,18.85
7.46,2,1,0.79,60.3,78.1,15.35
5.56,0,1,1.36,84.4,78.9,12.48
8.9,1,3,0.91,65.6,49.4,5.51
6.62,0,2,1.18,41.8,54.0,6.71
6.53,0,2,0.91,72.3,87.1,9.83
7.74,2,3,1.14,82.1,78.2,7.77
8.88,3,3,1.01,91.6,74.6,9.63
6.28,2,3,1.01,78.3,76.9,7.98
7.57,2,2,0.83,87.3,82.1,9.31
8.01,0,3,1.11,77.4,67.0,6.57
8.33,1,2,1.28,55.6,59.3,8.6
7.71,0,1,0.79,58.3,73.4,14.24
7.06,1,2,0.83,35.5,64.6,6.49
6.51,3,2,1.5,66.7,88.2,8.71
7.6,1,2,0.8,79.8,88.0,10.03
6.21,0,3,0.89,46.3,78.4,2.52
5.0,1,2,1.28,89.4,45.8,10.17
8.02,0,3,1.28,68.5,48.6,7.5
8.58,0,1,0.51,56.6,45.3,11.32
5.0,1,2,1.15,46.3,67.8,5.07
6.29,0,3,0.96,94.9,78.8,2.93
8.24,2,3,0.97,87.7,60.4,9.07
9.97,0,3,1.23,63.9,55.3,5.06
7.52,4,3,0.93,83.9,66.6,9.62
6.63,1,3,0.9,66.9,53.2,4.25
7.28,3,3,0.94,60.9,69.0,4.82
9.15,0,3,0.93,60.2,61.4,5.78
6.72,3,3,1.07,66.5,55.1,8.72
6.54,1,2,1.26,64.0,66.7,7.99
6.92,2,3,1.09,70.9,78.3,5.67
6.36,3,2,1.0,94.1,42.2,9.78
7.65,2,2,1.11,100.0,67.5,11.89
9.45,0,3,1.16,52.0,33.5,3.83
7.89,1,2,1.12,76.9,61.2,7.39
7.2,2,2,0.87,73.1,75.4,12.68
7.15,2,1,1.08,78.0,80.3,13.99
5.62,1,3,0.58,63.2,57.1,7.83
8.56,0,2,1.31,78.2,57.0,8.38
7.41,2,2,1.31,49.3,61.6,9.66
7.28,3,3,1.18,100.0,48.5,8.8
10.0,5,2,1.25,74.4,67.4,12.19
7.86,1,2,0.99,81.0,50.0,10.77
6.6,1,2,0.85,53.2,73.3,8.4
6.99,1,2,0.75,59.6,54.2,7.24
8.88,1,2,1.2,48.0,60.2,9.17
7.64,4,1,0.85,91.8,72.5,18.09
5.77,1,2,0.93,53.4,74.5,3.87
8.6,3,3,1.04,67.2,73.8,5.89
6.7,0,3,0.99,67.8,69.0,4.88
9.75,1,3,1.05,77.1,48.7,6.5
8.8,1,2,0.64,50.6,64.5,7.93
6.96,1,2,0.95,82.9,62.4,8.34
9.04,1,3,1.16,88.7,58.7,5.93
7.58,3,1,0.91,60.1,66.1,13.65
8.52,0,3,0.83,69.5,52.1,4.03
8.08,3,2,1.19,79.4,64.5,12.16
6.48,2,3,0.92,73.8,60.5,5.15
6.73,1,2,1.04,55.0,58.1,8.78
8.74,3,2,0.96,80.5,48.3,9.18
7.1,1,3,1.0,92.7,47.9,8.18
7.02,2,3,1.31,92.6,85.1,8.12
6.35,1,2,1.11,78.6,66.7,8.12
8.01,0,3,0.76,81.5,92.2,6.28
9.98,1,1,0.93,64.2,92.9,17.3
6.22,1,1,0.92,56.2,83.4,14.2
7.53,0,3,1.04,69.0,45.8,4.76
9.19,1,3,1.18,100.0,86.2,9.31
7.4,1,3,1.01,62.0,63.1,4.72
8.04,3,2,1.0,76.5,60.8,12.28
6.23,1,1,0.55,75.7,58.7,14.0
8.01,1,3,1.26,64.4,59.7,6.83
7.28,1,2,0.97,92.3,71.0,10.08
8.68,1,2,1.05,93.8,99.5,11.07
8.92,1,2,1.05,100.0,40.4,13.49
10.0,3,1,0.85,58.0,94.2,19.49
8.2,3,2,0.95,76.1,87.6,10.78
7.89,1,2,0.84,71.3,62.3,11.77
7.73,2,3,1.28,59.7,57.5,7.69
7.08,2,3,0.56,60.0,44.8,3.89
7.91,5,2,0.81,72.5,51.4,12.94
7.15,2,2,0.94,63.0,55.9,9.15
7.7,2,2,1.3,55.3,63.5,9.09
9.08,2,2,1.14,71.9,64.6,11.85
6.29,2,3,0.67,53.4,76.4,6.07
8.87,4,3,0.98,63.0,74.8,6.14
9.08,1,3,1.14,75.4,68.6,5.35
7.36,1,3,1.45,68.0,64.3,4.84
5.0,0,2,0.93,66.1,82.1,9.88
6.77,5,2,0.76,97.1,77.6,13.98
9.06,0,3,1.06,91.0,71.7,8.22
7.47,3,3,0.99,71.2,58.9,7.68
6.3,1,2,1.09,54.8,81.6,6.55
6.89,1,2,1.14,82.2,77.5,7.3
8.51,0,3,1.06,100.0,61.3,8.68
8.16,1,2,1.11,90.5,36.2,11.35
7.21,1,3,1.33,50.5,66.4,6.23
7.06,1,3,0.94,67.0,54.6,4.6
7.03,2,2,0.76,59.0,75.8,8.15
6.39,3,3,1.06,56.1,68.2,7.64
9.44,0,3,0.74,87.0,39.9,6.13
7.11,2,3,0.78,86.7,69.4,7.3
8.96,2,2,0.84,96.6,90.7,11.33
9.33,2,2,0.75,80.2,62.7,9.62
8.7,1,3,1.23,69.3,64.9,6.6
6.98,1,2,1.01,72.8,59.9,5.91
7.98,0,2,1.14,56.4,66.1,8.4
7.47,3,2,1.1,90.6,88.1,9.37
6.42,1,3,0.96,58.9,80.8,7.11
7.89,1,1,1.19,63.9,56.4,13.42
6.09,4,2,0.9,65.4,63.9,9.79
8.93,2,1,0.97,23.9,64.9,14.61
6.94,5,3,0.86,83.0,71.2,9.34
7.74,1,3,1.28,55.8,71.5,4.84
7.84,1,1,0.98,80.3,63.6,15.64
7.19,2,3,1.12,63.3,46.3,9.01
8.2,2,1,0.88,63.1,63.3,16.46
6.93,1,3,1.17,53.3,59.6,3.7
8.55,2,3,1.15,90.8,51.5,7.45
5.88,3,3,0.67,94.2,76.8,7.49
7.65,2,1,1.0,85.0,65.3,14.68
9.83,0,3,1.02,74.0,49.5,6.99
6.3,1,3,0.94,72.0,94.7,6.08
6.69,1,3,1.28,86.3,71.2,7.41
8.12,1,2,0.76,68.1,76.9,5.07
7.72,0,1,0.91,89.8,80.7,16.39
7.92,1,3,0.83,55.6,58.5,4.4
8.09,2,2,1.21,84.7,73.2,9.38
8.26,1,3,0.79,89.3,36.1,4.49
8.83,1,2,0.63,53.5,79.4,7.18
7.99,1,3,1.09,57.4,64.0,5.07
7.21,2,2,0.97,69.3,72.9,10.81
8.31,0,2,1.21,76.3,63.9,7.91
9.78,0,2,1.16,60.7,92.3,11.17
7.34,0,1,0.99,71.4,83.4,14.87
6.33,2,3,0.71,39.0,25.8,6.33
8.83,1,3,0.76,81.5,73.3,6.67
7.36,2,3,0.65,82.2,60.8,7.76
5.0,0,3,0.97,92.8,73.9,7.35
8.52,1,3,0.87,78.6,73.7,8.17
6.86,2,2,0.96,64.4,53.9,8.13
7.39,3,2,1.03,54.8,63.3,8.6
7.9,3,2,1.38,57.8,49.7,6.31
7.73,2,3,1.12,68.7,87.3,7.54
8.35,0,2,1.01,57.3,69.9,6.38
6.98,1,1,0.69,58.5,71.5,12.93
8.12,3,3,1.01,69.4,69.6,8.21
7.19,2,3,1.18,45.8,49.1,2.61
8.39,0,3,1.08,55.1,74.5,3.91
8.24,2,3,0.79,73.3,91.8,8.65
6.38,4,3,0.92,74.0,41.7,5.41
8.8,3,2,1.01,83.0,66.2,11.47
6.86,1,3,0.92,72.3,76.4,4.11
8.47,3,3,0.88,70.5,53.8,8.57
7.94,0,2,0.57,79.6,76.0,9.47
9.71,3,2,0.85,72.9,65.7,13.23
7.23,1,2,1.05,55.4,54.3,9.22
7.08,1,2,1.18,58.0,27.4,6.69
7.48,4,3,1.02,95.1,63.5,7.05
7.14,2,2,1.21,100.0,63.9,10.78
8.46,5,2,0.98,81.0,84.7,14.2
5.56,3,3,0.82,54.9,70.1,6.2
6.24,2,3,0.91,98.5,57.1,9.87
6.22,0,3,1.1,63.5,41.4,5.39
8.64,2,3,0.95,76.4,78.1,8.24
9.55,2,2,0.87,69.7,66.8,11.51
7.37,1,3,0.69,72.8,59.1,3.65
7.3,3,1,0.82,63.4,56.9,15.71
